legacy_id,tree,namespace,subtype,status,source_license,licence_verdict,licence_reason,nearest_bundle_unit,content_cosine,nearest_by_slug,slug_jaccard,disposition,disposition_reason
@community/landing-page-section-patterns--footer-pattern,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-landing-footer,0.715,@community/pattern-landing-footer,0.4,RECLASSIFY-MERGED,content cosine 0.715 to @community/pattern-landing-footer; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/landing-page-section-patterns--hero-section-3-proven-layouts,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-hero-3-layouts,0.599,@community/pattern-hero-3-layouts,0.375,RECLASSIFY-MERGED,content cosine 0.599 to @community/pattern-hero-3-layouts; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/landing-page-section-patterns--navigation-pattern,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-landing-navigation,0.683,@community/pattern-landing-navigation,0.4,RECLASSIFY-MERGED,content cosine 0.683 to @community/pattern-landing-navigation; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/landing-page-section-patterns--pricing-section,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-pricing-section,0.668,@community/pattern-pricing-section,0.4,RECLASSIFY-MERGED,content cosine 0.668 to @community/pattern-pricing-section; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/landing-page-section-patterns--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-section-spacing,0.136,@community/principle-landing-page-sections,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/landing-page-section-patterns--section-spacing-standards,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-section-spacing,0.63,@community/constraint-section-spacing,0.333,RECLASSIFY-MERGED,content cosine 0.63 to @community/constraint-section-spacing; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/landing-page-section-patterns--testimonials-section,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-testimonials-section,0.731,@community/pattern-testimonials-section,0.4,RECLASSIFY-MERGED,content cosine 0.731 to @community/pattern-testimonials-section; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/landmark-elements-for-navigation,atoms,@community,mandate,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/rule-landmark-elements,0.341,@community/rule-landmark-elements,0.667,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/lenis-smooth-scroll-tradeoffs--checklist-before-adding-lenis,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.439,@community/template-lenis-smooth-scroll,0.429,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--minimum-safe-integration-react-integration,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.535,@community/template-lenis-smooth-scroll,0.375,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--minimum-safe-integration-reduced-motion-pattern,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.4,@community/template-lenis-smooth-scroll,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.263,@community/template-lenis-smooth-scroll,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--the-cost-column-read-before-installing-1-broken-native-overscroll,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.248,@community/template-lenis-smooth-scroll,0.231,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--the-cost-column-read-before-installing-2-css-scroll-snap-failure,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.254,@community/template-lenis-smooth-scroll,0.231,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--the-cost-column-read-before-installing-3-assistive-technology-friction,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.289,@community/template-lenis-smooth-scroll,0.231,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--the-cost-column-read-before-installing-4-main-thread-always,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.244,@community/template-lenis-smooth-scroll,0.231,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--the-cost-column-read-before-installing-5-2026-css-scroll-behavior-smooth-is-often-enough,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,,0.0,@community/template-lenis-smooth-scroll,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--what-lenis-does,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.292,@community/template-lenis-smooth-scroll,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lenis-smooth-scroll-tradeoffs--when-lenis-is-worth-it,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.299,@community/template-lenis-smooth-scroll,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/loading-state-immediate-feedback,atoms,@community,mandate,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-loading-state-feedback,0.249,@community/rule-loading-state-feedback,0.667,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.249 away — genuinely absent knowledge
@community/lottie-rive-svg-decision-tree--code-snippets-lottie-react-snippet,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.349,@community/pattern-code-splitting,0.1,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--code-snippets-rive-react-rive-app-react-canvas-v4-24-0,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.313,@community/pattern-code-splitting,0.071,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--code-snippets-rive-state-machine-input-interactive,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.324,@community/pattern-code-splitting,0.083,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--format-comparison,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.52,@community/method-animation-format-decision,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--quick-decision-tree,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.538,@community/template-svg-draw-on-stroke,0.125,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--reduced-motion-strategy,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.48,@community/constraint-reduced-motion,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--related-atoms,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.384,@community/template-svg-draw-on-stroke,0.111,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/lottie-rive-svg-decision-tree--when-to-choose-each,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-animation-format-decision,0.455,@community/template-svg-draw-on-stroke,0.1,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/magnetic-button-pointer-lerp--core-implementation,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-spring-config,0.107,@community/tool-axe-core,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/magnetic-button-pointer-lerp--persona-tuning,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-animation-mood-emotional-mapping,0.073,@community/pattern-button-press-feedback,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/magnetic-button-pointer-lerp--react-usage,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-lenis-smooth-scroll,0.183,@community/pattern-button-press-feedback,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/magnetic-button-pointer-lerp--reduced-motion-fallback,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-reduced-motion-required,0.159,@community/constraint-reduced-motion,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/magnetic-button-pointer-lerp--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.135,@community/pattern-button-press-feedback,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/magnetic-button-pointer-lerp--when-to-use,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-persona-component-mapping,0.1,@community/pattern-button-press-feedback,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/match-implementation-complexity-to-vision,atoms,@community,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-implementation-complexity-match,0.426,@community/principle-implementation-complexity-match,0.75,DEFER-OVERLAP,"licence clears, but content cosine 0.426 to @community/principle-implementation-complexity-match means intake would duplicate or contradict a shipped unit; needs a human merge decision, not a bulk copy"
@community/match-real-world-conventions,atoms,@community,principle,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/principle-nielsen-real-world-match,0.169,@community/fact-match-real-world,0.75,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/max-line-length-prose,atoms,@community,threshold,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/fact-optimal-line-length,0.303,@community/value-content-line-length,0.4,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.303 away — genuinely absent knowledge
@community/meaningful-motion-only,atoms,@community,constraint,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/fact-motion-as-feedback,0.173,@community/fact-motion-as-feedback,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.173 away — genuinely absent knowledge
@community/micro-interaction-recipes-css--1-button,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-button-press,0.407,@community/pattern-micro-interaction-css,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--2-checkbox-stroke-dashoffset,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-loading-spinner,0.227,@community/pattern-micro-interaction-css,0.375,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--3-toggle-switch,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-button-press-feedback,0.217,@community/pattern-micro-interaction-css,0.429,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--4-input-focus-ring,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-hover-focus-animation-parity,0.221,@community/pattern-micro-interaction-css,0.375,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--5-form-shake-invalid,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-micro-interaction-css,0.199,@community/pattern-micro-interaction-css,0.375,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--persona,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-micro-interaction-css,0.223,@community/pattern-micro-interaction-css,0.75,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-transitions-vs-animations,0.12,@community/pattern-micro-interaction-css,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/micro-interaction-recipes-css--section-1,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-scroll-reveal,0.112,@community/pattern-micro-interaction-css,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/mobile-first-css-approach,atoms,@community,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-mobile-first,0.218,@community/check-mobile-first,0.5,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.218 away — genuinely absent knowledge
@community/modal-focus-on-open,atoms,@community,mandate,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/constraint-focus-trap-modal,0.21,@community/constraint-focus-trap-modal,0.5,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/modal-focus-restore-on-close,atoms,@community,mandate,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/constraint-focus-trap-modal,0.213,@community/constraint-focus-trap-modal,0.4,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/motion-dev-vs-gsap-2026--10,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-gsap-now-free,0.22,@community/fact-motion-as-feedback,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--2026,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-scroll-trigger,0.112,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--persona,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-stagger,0.213,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--related-atoms,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-gsap-now-free,0.108,@community/fact-motion-as-feedback,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--scroll-linked,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-scroll-trigger,0.16,@community/template-gsap-scroll-trigger,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--scroll-linked-gsap,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-scroll-trigger,0.426,@community/template-gsap-scroll-trigger,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--scroll-linked-motion-dev,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-scroll-trigger,0.145,@community/template-gsap-scroll-trigger,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-dev-vs-gsap-2026--section-2,atoms,@community,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-gsap-now-free,0.197,@community/fact-motion-as-feedback,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-buttons--gsap-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-motion-vocabulary,0.148,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-buttons--motion-dev-implementation,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-framer-motion-pattern,0.264,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-buttons--persona-guidance,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-animation-mood-emotional-mapping,0.126,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-buttons--pure-css-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-button-press-feedback,0.284,@community/fact-motion-as-feedback,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-buttons--related-atoms,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-no-loading-state,0.116,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-buttons--when-to-use,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-motion-as-feedback,0.116,@community/fact-motion-as-feedback,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-carousel--gsap-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-motion-vocabulary,0.093,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-carousel--motion-dev-implementation,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-framer-motion-pattern,0.143,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-carousel--persona-guidance,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-touch-action-css,0.174,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-carousel--pure-css-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-smooth-scroll-css,0.145,@community/fact-motion-as-feedback,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-carousel--related-atoms,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-touch-action-css,0.088,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-carousel--when-to-use,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-touch-action-css,0.149,@community/fact-motion-as-feedback,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-cursor--gsap-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-stagger,0.144,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-cursor--motion-dev-implementation,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.133,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-cursor--persona-guidance,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.141,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-cursor--pure-css-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.118,@community/fact-motion-as-feedback,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-cursor--related-atoms,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.07,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-cursor--when-to-use,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.117,@community/fact-motion-as-feedback,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-dialog--gsap-alternative,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-gsap-stagger,0.164,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/motion-pattern-dialog--motion-dev-implementation,atoms,@community,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-framer-motion-pattern,0.28,@community/fact-motion-as-feedback,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
